batter_id,batter,comp_1,sim_1,comp_2,sim_2,comp_3,sim_3
bf60e1d2,BI Dilruksha,Kamran Akmal,86.7,KJ O'Brien,84.6,GC Smith,84.1
bf74b130,FH Allen,Abhishek Sharma,96.7,Asif Ali,96.0,TM Head,95.7
bf7842c9,TAM Siriwardana,Afif Hossain,86.5,PW Borren,80.8,S Austin,80.8
bf896894,Zahid Khan,AF Milne,91.0,Muhammad Wafiq,86.3,D Klein,86.0
bf976fb0,AS Samra,Mohammad Ihsan,94.7,KS Leverock,94.2,JW Jenner,94.1
bfc7799f,E Kubwimana,Junaid Siddique,89.1,T Taylor,87.9,Abdul Majid Abbasi,86.5
bfd93f9b,R Gowthaman,Mahmud Jasat,73.3,N Tanner,71.6,Mohamed Rishwan,71.0
bfe33045,Nawaf Ahmed,S Yeshi,70.3,B Muzarabani,69.5,H Lin Aung,60.5
c01852c6,Junaid Sheikh,Umair Qasim,73.1,JC Archer,71.1,Sahel Zadran,70.9
c01ca5af,CV Anto,Saber Zakhil,95.1,FH Allen,92.5,Umar Adam,91.8
c01d1c0a,T Jamtsho,DR Smith,79.3,Namgay Thinley,79.1,MM Baig,78.9
c01d7726,H Thaker,T Stubbs,89.6,Ahmed Faiz,89.4,SA Edwards,89.4
c020cef5,Saqlain Haider,AG Cremer,78.2,G Bakiweyem,74.1,N Nuntarach,73.4
c03449e0,GD Elliott,JP Faulkner,83.8,AR Patel,83.6,DL Vettori,82.8
c03c6200,DJG Sammy,JA Morkel,93.1,NLTC Perera,89.9,Gulsan Jha,86.1
c03f1114,KD Karthik,JDP Oram,89.2,GJ Bailey,88.9,Washington Sundar,87.1
c042b412,FJ Klaassen,A Shukla,81.5,V Baskaran,80.0,LV van Beek,78.9
c06c25fd,Akhil Anil,IO Okpe,84.9,K Waiswa,82.6,M Akayezu,81.9
c079c66a,Noman Amjad,Mudassar Bukhari,84.5,Fawad Alam,78.5,C Munoz-Mills,75.5
c07a1f41,NM Odhiambo,K Waiswa,76.9,Jaspal Singh,73.6,JP Kaltapau,73.3
c10747c3,Imran Arif,Festus Benn,62.4,D Gumyusenge,60.5,Y Saranonnakkun,59.9
c1077ba3,Pratis GC,Abdur Razzak,92.0,Bilal Khan,90.8,CA Young,89.1
c10a581f,CR Richards,FJ Klaassen,91.5,AG Cremer,79.0,V Baskaran,78.8
c10fd8f9,Aman Desai,WA Young,88.0,D Myers,84.6,MJ Lumb,83.0
c122fe73,Asad Ali Rehemtulla,CA Young,84.6,A Zampa,83.1,Abdur Razzak,80.9
c13b2833,R Flannigan,F Behardien,91.2,MS Dhoni,88.8,MK Pandey,88.6
c13e34f4,Haider Ali,Mohammad Haris,88.2,H Klaasen,88.2,Bilal Tahir,88.1
c149b9ca,NJ Ferraby,A McAuley,74.3,WJ Cope,67.6,T Tshose,65.3
c156cc1f,I Danladi,Shaiman Anwar,94.1,Aqib Ilyas,90.2,Umar Akmal,90.1
c15e7ba4,E Dusingizimana,KD Kesuma,93.1,A Turay,88.8,Soumya Sarkar,88.6
c160db98,C Smith,FJ Klaassen,80.5,V Baskaran,65.8,D Jakiel,62.7
c16d4035,SW Billings,GH Dockrell,90.1,Shadab Khan,89.4,RA Jadeja,88.6
c17dcc29,F Khaliq,LPC Silva,71.1,MG Bracewell,59.9,S Nadigotla,58.8
c18cecbe,J Barker,Hisham Sheikh,89.7,S Vesawkar,89.4,S Foster,86.9
c1b74851,ED Silva,AD Russell,96.8,Saber Zakhil,94.7,CV Anto,92.6
c1c47acd,MR Kumar,CA Soper,75.9,SE Marsh,56.4,Shahil Momin,54.5
c1f05d1d,Jaweed Sadran,Umar Gul,75.6,F Akankwasa,69.0,NN Odhiambo,68.5
c1fdfb46,P Rathnayake,MS Chapman,85.9,DA Miller,85.2,B Ward,84.1
c2123fd0,C Stephenson,B Muzarabani,89.4,AJ Jabiri,80.8,Khin Aye,79.1
c2233c17,Andrey Lilov,B Muzarabani,87.4,S Yeshi,85.6,Abdur Razzak,82.0
c228c52d,Arslan Amjad,LJ Wright,76.6,A Parima,74.9,Isa Zaroo,74.0
c2409632,ML Bojang,E Niyomugabo,51.9,Fitri Sham,50.4,Anwar Arudin,50.2
c251b048,Luo Shilin,B Muzarabani,86.1,N Nuntarach,79.3,D Jakiel,78.3
c25be68d,P Magafas,IDA Damarell,78.1,AV Lazarus,77.8,V Sehwag,77.6
c25d26dc,Sulaimon Runsewe,Hamza Khan,91.1,VB Chikkannaiah,90.9,DS Bajwa,87.9
c26cd57a,B Shikongo,B Muzarabani,86.8,S Yeshi,82.5,Abdur Razzak,81.2
c27518d2,Ziaur Rahman,Fitri Sham,70.7,Ali Farasat,64.3,Umar Gul,63.1
c28a293e,HS Gericke,Mohammad Ihsan,93.1,AS Samra,92.8,JW Jenner,92.2
c2a6e61f,S Grover,Shoaib Khan,59.5,D Nikolov,59.0,E Mathew,56.4
c2c975f9,S Sesazi,RG Mukasa,95.0,AGS Gous,92.5,T Manders,92.5
c2ecd4a7,N Ahir,Thuya Aung,88.7,C Rububagumya,81.6,J Singye,79.9
c2f12310,PS Athavale,Ahmed Shehzad,87.7,MA Jones,86.8,JN Frylinck,86.5
c2f8f36e,Puneet Arora,A Shreshta,84.7,AA Onikoyi,73.1,DC Stovell,69.8
c2fd51b1,K Gilham,C Kyewuta,80.7,SW Poynter,79.0,AU Rashid,76.9
c311564c,Ibrahim Jabarkhel,Bilal Khan,89.5,CA Young,83.5,Abdur Razzak,82.5
c31adb5c,TC Barker,Zeeshan Kukikhel,91.9,RA Sealy,91.6,Faheem Nazir,91.4
c31d7da1,Jordan O'Brien,D Sabir,81.6,VD Adewoye,81.2,HER Tyler,80.0
c343a8c6,H Lin Aung,P Suanchuai,89.3,J Jemison,85.8,S Rungrueang,82.3
c3564c2d,G Toka,CN Onwuzulike,65.9,N Khanna,64.6,J Mosca,63.1
c381cec5,M Kpaka,N Nuntarach,96.2,Mohameed Taiwo,84.3,AJ Jabiri,82.0
c38bf66d,JMV Junior,Karan KC,59.0,Fitri Sham,56.0,Anwar Arudin,55.4
c38d3503,Shivam Mavi,SW Poynter,80.1,S Vashisht,71.5,T Munyonga,71.1
c391d077,L Nyarko,B Muzarabani,89.6,Abdur Razzak,86.7,S Yeshi,81.4
c39ee9e0,Junaid Aziz,AD Mathews,90.4,DJ Bravo,88.6,A Ashokan,84.5
c3a96caf,Mandeep Singh,I Liyanage,94.1,K Kadowaki-Fleming,93.5,DPMD Jayawardene,93.4
c3ba4942,R Siriwardena,Ibrahim Rizan,80.0,CA Young,74.2,M Mooketsi,72.9
c3c30109,AS Hundal,B Muzarabani,86.9,S Yeshi,83.5,C Wright,79.7
c3d1402f,RP Singh,AU Rashid,85.5,SW Poynter,80.9,DL Vettori,80.8
c3d35165,JA Morkel,DJG Sammy,93.1,KA Pollard,90.7,NLTC Perera,90.6
c404f58a,DP Nannes,TG Southee,59.7,Umar Gul,59.7,Rizwan Butt,55.9
c41043e6,BR McDermott,Muhammad Usman,87.0,Raghav Dhawan,86.8,DJ Hussey,86.7
c4281e43,Waleed Rana,Thuya Aung,73.7,Ali Masood,73.6,HV Mandhyan,71.4
c439461b,Ahmed Hassan,SD Hope,96.3,BJ McMullen,95.7,JC Buttler,95.6
c443b748,Rahel Khan,V Ravindran,94.8,P Khadka,94.0,Abbas Ghani,91.7
c4441675,Hisham Sheikh,S Foster,91.8,J Barker,89.7,OB Nightingale,87.8
c4487b84,AB de Villiers,AK Markram,97.0,Sikandar Raza,97.0,Fakhar Zaman,96.7
c449944c,P Karoho,K Piet,55.4,R Rohan,50.9,CA Soper,49.5
c44ddfb9,D Long Martinez,HG Munsey,90.7,LMP Simmons,89.6,MN Samuels,89.3
c45701b6,MP Biddappa,AJ Jabiri,86.8,HA Jackson,83.1,Thuya Aung,79.0
c46999c7,M Podosky,Nasir Jamshed,77.6,V Aravind,77.1,LA Dunbar,75.7
c46e9e56,CJO Smith,C Pengkumta,70.8,Hassan Rasheed,69.5,S Conteh,65.1
c471750e,LC Le Tissier,Shashikant Laxman,86.3,C Munoz-Mills,80.8,Awais Ahmed,80.7
c498c510,N Nipiko,AP Yadav,91.7,Hamza Khan,91.4,Nizakat Khan,91.3
c4a60a7b,Mohammad Ayaz,B Muzarabani,90.2,S Yeshi,85.3,Abdur Razzak,81.8
c4ab9b94,Abdullah Rana,P Useni,86.5,Shahid Afridi,84.3,ASF Sirah,80.0
c4bc3b59,D Khanal,E Dusingizimana,62.7,Anwar Arudin,62.6,R Lutaaya,60.3
c4d19735,R Tari,Ali Farasat,68.4,E Niyomugabo,67.1,J Miyaji,66.2
c4d28aa3,MS Aulakh,B Muzarabani,89.7,S Yeshi,85.7,Abdur Razzak,80.8
c4e205e4,M Vivekanandan,P Suanchuai,85.8,H Lin Aung,77.8,Mohamed Rishwan,76.6
c4e73ff1,KH Prajapati,Muhammad Muneeb,87.5,SJ Myburgh,87.1,IA De Silva,86.5
c4ecc42c,Joshua Asia,Abdur Razzak,92.4,B Muzarabani,89.3,Bilal Khan,85.3
c4f8d754,L Erdenebulgan,N Nuntarach,90.8,P Suanchuai,87.6,AJ Jabiri,85.6
c4fb0b39,VS Padhaal,D Muhumuza,81.8,PS Athavale,81.2,CG Williams,77.7
c4ff0618,H Patel,R Coker,85.4,Nasir Hossain,81.2,N Mugabe,80.9
c5147782,ARH Patel,B Muzarabani,90.5,S Yeshi,80.7,S Rungrueang,78.3
c51add25,MB Kruger,V Sibanda,82.0,DJM Short,81.6,JD Ryder,79.6
c520c3b9,Syed Naqvi,AG Cremer,89.6,Abdur Razzak,83.6,FJ Klaassen,83.2
c5326dd0,NG Jones,RA Jadeja,86.9,R Ashwin,83.5,MS Dhoni,81.4
c5445834,S Stanikzay,Abdur Razzak,89.2,Bilal Khan,88.5,B Muzarabani,87.8
c556b9d2,G Sesay,AN Toube,80.6,Y Saranonnakkun,78.1,H Lin Aung,70.5
c573d173,MWR Stokes,KC Sangakkara,95.1,Abdul Waheed,91.0,V Saini,90.6
c577d7d4,A Chaubey,G Sesay,74.2,Fitri Sham,64.7,SA Jumbe,62.9
c57a486f,Khalid Niazi,Mohammad Saifuddin,75.6,FA Allen,67.3,XM Marshall,67.2
c57fa67e,E Otieno,Abdur Razzak,91.6,Bilal Khan,90.3,PVD Chameera,82.6
c58b0108,Mehedi Hasan Miraz,HDRL Thirimanne,87.3,Anamul Haque,87.2,ZM Tribe,84.6
c5928dec,HDRL Thirimanne,Mehedi Hasan Miraz,87.3,SA Edwards,87.1,Mahmudullah,85.1
c594137f,A Shukla,AJ Jabiri,78.3,WJ Cope,75.8,Abdur Razzak,74.5
c5981c9c,JJ Wright,E Mathew,71.9,JR Philippe,70.8,Mehedi Hasan Miraz,66.6
c5a864d7,SJS Smith,Thuya Aung,55.4,Shakeel Ahmed,54.9,SF Tiai,54.0
c5aef772,R Shepherd,RK Singh,90.2,Basil Hameed,89.2,MS Wade,89.0
c5d7b244,Mohammad Nadeem,OB Nightingale,92.8,LD Chandimal,86.6,Milind Kumar,86.5
c60361d7,Harprit Singh,SW Poynter,84.1,C Kyewuta,83.0,GD Elliott,79.7
c6097d68,O Thomas,B Muzarabani,89.0,S Yeshi,86.7,Abdur Razzak,80.8
c62a0327,N Krishna,PVD Chameera,88.3,Abdur Razzak,87.1,M Theekshana,80.1
c63671e9,Naseem Khushi,FH Allen,94.7,KJ Stagno,94.0,I Takahashi,93.1
c654af19,R McLaren,Ibrahim Rizan,75.5,B Kumar,75.5,CA Young,72.2
c65e0275,Babar Ali,FJ Klaassen,81.3,Abdur Razzak,81.1,K Piet,79.8
c6614fc0,DNA Ankrah,G Sesay,80.8,Y Saranonnakkun,72.4,AN Toube,65.6
c66d9486,U Bhatti,DL Vettori,90.9,GD Elliott,85.2,SW Poynter,82.8
c674f722,GT Taylor,Tenjin Rabgey,71.0,AA Onikoyi,69.0,Festus Benn,68.0
c6889eb6,M Kasselman,Anamul Haque,84.7,M Levitt,80.0,TS Fray,79.8
c6b11959,A Gorawara,Sohaib Maqsood,65.9,SP Narine,65.6,S Vashisht,65.3
c6c117f3,Lee Hyosin,AG Cremer,77.5,T Tshose,75.7,P Suanchuai,74.8
c6c7d01b,KM Awala,MB Tambe,79.4,Swann Htet Ko Ko,78.9,Mohamed Azzam,76.6
c6d1b1e4,P Baron,P Khadka,90.9,Syed Aziz,90.4,N Davin,90.2
c6d4cff0,C Tommy,S Foster,88.7,Hisham Sheikh,77.7,Ali Masood,77.2
c6e10e5c,NK Patel,C Kyewuta,72.2,Muhammad Amir,68.6,Ehsan Khan,68.2
c6e1354c,Ikramullah Khan,Zain Ul Abidin,82.8,Nasir Hossain,81.2,LS Livingstone,79.0
c6e87b1c,Kashif Khan,Sufyan Mehmood,80.8,Mohamed Azzam,79.1,N Senamontree,76.7
c70448aa,R Hekure,V Baskaran,80.6,B Muzarabani,79.8,D Jakiel,78.1
c725d464,A Gavde,P Suanchuai,83.0,S Conteh,78.2,AN Toube,78.2
c73c75f9,FFJ Heo,Abdur Razzak,81.2,WJ Cope,81.1,Ibrahim Rizan,80.0
c74c583b,R Bakum,CN Ackermann,87.8,PD Collingwood,82.8,MM Baig,82.1
c7530eeb,Bilal Shah,AU Rashid,85.8,SW Poynter,81.3,DL Vettori,80.6
c7537f8a,TS Fray,Talha Khan,88.1,Selim Salau,83.2,Imal Zuwak,82.6
c767d8ed,Rejaul Karim,E Dusingizimana,87.3,TM Head,86.4,H Carlyon,86.3
c7726eec,Atif Rasheed,TAM Siriwardana,80.1,VD Adewoye,72.6,C Bah,70.2
c7aae1f0,M Kadyan,P Murungi,90.0,Kamran Khan,79.7,CR Brathwaite,79.5
c7acf05f,A Kainessie,JP Kotze,75.1,K Motlanka,74.9,Talha Khan,74.8
c7bb2416,GG Alta,D Jakiel,78.4,R Hekure,72.8,C Rububagumya,70.9
c7bdb5b5,NJ Reardon,FJ Klaassen,82.0,V Baskaran,75.3,B Balala,69.8
c7cf22bf,Khawar Zafar,FA Allen,80.3,Mohammad Naveed,73.0,Sohaib Maqsood,71.4
c7e3c349,S Samal,SSM Stanislaus,75.6,HJ Manenti,75.1,SB Styris,74.8
c802af1c,Natim Hassam,MJ Clarke,91.5,Mohammad Naim,91.3,GC Wilson,87.4
c8065f31,SC Getkate,Ali Nayyer,83.2,J Tuffin,79.0,Imad Wasim,78.2
c810b349,JAD Lawrenson,Mohamed Azzam,83.4,Zeerak Chughtai,76.4,Sufyan Mehmood,75.8
c821e504,Bipin Kumar,AG Cremer,89.0,Abdur Razzak,87.1,Ibrahim Rizan,83.4
c8281df7,Adnan Shnwarei,Bilal Khan,89.4,Abdur Razzak,89.0,A Shukla,85.3
c834c290,JL Smith,AD Russell,95.4,S Dube,93.6,MM Ali,92.0
c83c594d,M Cope,AG Cremer,85.3,A Zampa,80.5,Jaswinder Singh,79.9
c83ef4d6,Sandeep Goud,V Mbazo,78.5,N Zimonjic,77.6,Mohameed Taiwo,72.8
c85bea6b,Yogev Nagavkar,Mohamed Rishwan,78.9,HA Jackson,77.4,A McAuley,74.6
c872d657,DV Devjani Mutreja,B Muzarabani,89.9,Abdur Razzak,81.1,PVD Chameera,80.7
c89474d1,TJ Murtagh,Ehsan Khan,84.5,DL Vettori,77.1,C Kyewuta,74.9
c8a18d94,C Hauptfleisch,Thuya Aung,83.6,Khin Aye,76.5,J Singye,75.6
c8a3f688,SN Netravalkar,Abdur Razzak,90.9,PVD Chameera,89.4,Bilal Khan,84.3
c8a7b014,OJ Hairs,Aslam Khan,89.9,TM Head,84.2,Sharjeel Khan,84.0
c8ad0749,AK Perera,E Niyomugabo,72.8,Ritik Tomar,67.2,K Irakoze,66.1
c8c4709d,Hasan Yanar,B Kumar,75.2,B Balala,70.5,AU Rashid,68.1
c8c566df,S Sheelan,HM Amla,85.5,Usman Khan,85.1,R Mazumder,84.8
c8c9d60b,BBJL Perera,Selim Salau,89.2,A Turay,89.0,Imran Ali Butt,84.2
c8d74c21,J Gumbie,I Kaia,74.1,AK Mohan,71.9,G Kansonkho,70.0
c8e5012c,Nazwan Ismail,CA Young,91.0,Bilal Khan,88.8,Abdur Razzak,85.0
c8ea9add,S Simpson,LPC Silva,65.1,BM Scholtz,58.4,F Akankwasa,58.3
c90346a0,D Jansen,Thuya Aung,80.2,AK Mohan,75.5,Ali Masood,72.6
c942a53b,WK McCallan,Bilal Khan,85.7,Abdur Razzak,83.0,A Shukla,78.9
c9473a95,SRMJJ Arachchilage,Abdur Razzak,85.3,Bilal Khan,84.4,B Muzarabani,81.8
c96311d4,CR Ervine,LA Dunbar,90.3,S Gooch,88.4,RB Patel,86.2
c96f6ac5,PWA Mulder,A Dutt,72.8,LD Chandimal,68.7,Hisham Sheikh,66.7
c9729534,H Kinga,B Muzarabani,82.6,AN Toube,82.1,N Nuntarach,77.8
c988daa1,I Takahashi,Naseem Khushi,93.1,J Sumerauer,91.6,Shahid Afridi,91.0
c9945bdf,Simi Singh,AT Carey,77.9,J Overton,76.8,Nasum Ahmed,72.2
c995d726,CA Ingram,TC Barker,90.3,T Manders,90.2,Zeeshan Kukikhel,89.1
c9c19700,Ali Rahmon,Jatinder Singh,86.4,P Khadka,84.1,Zeeshan Khan,83.0
c9c2a7e8,FC Muniz,Abdur Razzak,85.9,PVD Chameera,82.0,WJ Cope,79.9
c9c356e2,P Florin,Ijaz Hussain,87.9,AU Rashid,84.9,SW Poynter,84.3
c9cac448,T Mishra,NG Collins,92.2,DA Blignaut,85.1,JO Adedeji,81.1
c9d05f1a,Yasim Murtaza,RA Jadeja,92.9,MN Waller,89.4,GH Dockrell,89.3
ca47f0fb,Asim Ashraf,Thuya Aung,80.9,C Rububagumya,76.2,Mahmud Jasat,74.0
ca673cff,Sapan Mehta,Shahid Wasif,81.7,BA Pai,63.9,MJ Clarke,63.4
ca72ea31,SJ Hughes-Pinan,KMDN Kulasekara,78.7,AS Joseph,74.7,WP Masakadza,74.7
ca92a578,IA Karim,KS Williamson,93.5,Misbah-ul-Haq,92.8,C Roberts,92.7
caa18d8b,Ismail Sardar,B Muzarabani,83.3,D Jakiel,83.1,Khin Aye,80.7
cab3f89a,Gaurav Tiwari,Azyan Farhath,83.2,OH Agbomadzie,81.1,J Bangura,80.6
cacd240a,J Suleman,AJ Jabiri,80.4,D Jakiel,77.3,Thuya Aung,77.2
cad00a4d,RR Rossouw,Abhishek Sharma,95.7,FH Allen,94.6,RG Sharma,94.5
cad11a02,W Boshoff,C Hartmann,75.3,S Singh,71.0,V Mbazo,69.3
cad40f5e,BA Carse,J Overton,80.9,NA Rock,69.9,IS Sodhi,68.2
cae17490,Ali Hasan,Abdur Razzak,87.7,B Muzarabani,86.9,WJ Cope,85.5
caf1b14c,N Deonarine,G Bakiweyem,78.1,CN Onwuzulike,72.0,F Akankwasa,71.1
caf69bf7,DR Sams,RA Jadeja,86.8,V Sehwag,85.2,S Dube,83.6
cb263798,DL Hemp,Irfan Hafejee,84.6,Thuya Aung,81.3,Ali Masood,75.7
cb4a3840,Charanjeet Singh,CN Kakuru,64.9,AM Kimote,59.6,Muhammad Amir,58.7
cbabd6ad,NS Dhaliwal,Meet Bhavsar,95.9,A Sharafu,95.6,AD Hales,95.6
cbd91942,M Taniyama,KS Bagabena,79.6,N Senamontree,75.0,Ehsan Khan,74.1
cc18ba92,PS Airee,GT Taylor,72.9,T Tshose,71.1,P Suanchuai,68.8
cc1e8c68,UT Yadav,Milind Kumar,72.9,Hisham Sheikh,70.1,GSNFG Jayasuriya,68.1
cc3ebe28,Haroon Shahid,D Heyliger,84.8,JO Holder,84.8,Sayed Monib,81.9
cc3fb3b3,Imran Butt,P Useni,86.1,Sohaib Maqsood,85.6,GH Dockrell,83.3
cc550389,B Keganne,B Kumar,85.1,AU Rashid,82.9,Pavandeep Singh,82.9
cc62ec8a,Ngawang Thinley,AG Cremer,79.1,Jaswinder Singh,78.2,Ibrahim Rizan,76.5
cc65e4a4,Arsalan Arif,Mohamed Azzam,91.4,WD Parnell,80.5,MB Tambe,77.9
cc6b0cda,Kalhan Challu,R Ashwin,88.2,JP Faulkner,86.8,Saad Bin Zafar,86.0
cc796077,Ghulam Abbas Butt,R Lutaaya,79.7,Saqlain Arshad,79.0,Raza Iqbal,77.8
cca50cd6,LJ Wright,MD Shanaka,82.7,A Parima,82.4,E Chigumbura,78.6
cccac242,Zain Ali,B Muzarabani,85.7,S Yeshi,83.2,Abdur Razzak,80.0
cccdde80,RP Arnold,WP Masakadza,69.2,AU Rashid,66.7,DL Vettori,65.6
ccceaca9,Yasser Nazir,CV Anto,86.3,V Sehwag,83.5,FH Allen,83.2
ccd88623,O Lutbayar,N Nuntarach,87.3,AN Toube,83.3,J Jemison,83.0
ccda520f,Anik Ahmed,S Foster,84.8,J Barker,78.0,Sufyan Mehmood,76.5
ccdd8308,ST Finn,B Kumar,83.2,CA Young,77.5,Pavandeep Singh,75.2
cd3d4e8c,Brima Ansumana,Sufyan Mehmood,73.1,S Foster,72.9,Shahil Momin,72.2
cd4d7695,Aarif Sheikh,SPD Smith,82.7,H Klaasen,81.1,PBB Rajapaksa,80.0
cd56a813,Jaker Ali,Basil Hameed,90.5,AD Mathews,90.2,KIC Asalanka,88.9
cd752e8a,Lee Kangmin,B Muzarabani,83.3,WJ Cope,80.0,Abdur Razzak,78.4
cda3625c,D Rawat,JK Vifah,82.1,E Dusingizimana,80.5,A Turay,78.8
cda8ef3a,Ovais Yousof,A McAuley,74.1,Mohammad Naim,73.2,Azyan Farhath,71.2
cdb2858d,S Bevin,HR Walsh,83.9,B Muzarabani,71.9,S Yeshi,71.9
cdc9bbec,H Deshan,A Balbirnie,89.9,BM Duckett,89.2,PR Stirling,87.5
cdd9fa95,Shahab Alam,S Yeshi,84.7,B Muzarabani,84.4,Abdur Razzak,82.1
cddafe26,V Aravind,Nasir Jamshed,95.5,MN Samuels,94.6,V Vijh,93.0
cde067e1,J Kariko,B Muzarabani,84.3,S Yeshi,79.4,S Rungrueang,78.8
cdf59953,SW Poynter,JP Faulkner,91.1,GD Elliott,81.3,Imad Wasim,81.3
ce1abd25,J Jemison,P Suanchuai,91.8,H Lin Aung,85.8,S Conteh,83.9
ce7936a5,S Ravoka,B Kumar,90.2,N Senamontree,82.0,Ijaz Hussain,80.0
ce820073,Sandeep Sharma,SW Poynter,86.3,C Kyewuta,82.5,JP Faulkner,81.6
ce9ce42f,Muhammad Amin,WJ Cope,54.4,Bilal Khan,54.2,Mohammad Rizlan,53.2
ce9ee68f,DK Dahyabhai Ahir,S Vijay Unni,69.8,C Kyewuta,68.6,Ehsan Khan,68.4
cebbf3c9,Myat Thu Aung,Thuya Aung,82.3,Khin Aye,78.4,AJ Jabiri,75.4
cec44e08,SM Sharma,B Kumar,82.7,AU Rashid,80.9,Pavandeep Singh,72.8
ced0ec25,Ghulam Shabber,MP O'Dowd,87.0,XM Marshall,86.3,Dylan Steyn,86.0
cee89f44,Mohammad Usman,Shah Abrar Hussain,86.6,S Chandramohan,85.6,AP Rajeevan,83.8
ceec82cd,G Johnson,Abdur Razzak,75.3,S Yeshi,75.3,AJ Ayannaike,73.4
cef52835,Owais Ahmed,KMDN Kulasekara,80.3,Saeed Ajmal,78.1,Ehsan Khan,69.6
cefe0886,E Schiferli,FJ Klaassen,87.7,Abdur Razzak,86.2,V Baskaran,85.6
cf0b9a0d,Khalid Ahmadi,JC Archer,88.3,Shaheen Shah Afridi,88.2,S Prasanna,87.4
cf17c429,Avi Dixit,RDB Ahir,84.2,N Senamontree,79.8,Ainool Hafizs,79.7
cf494ffe,PR Stirling,V Ravindran,94.0,Soumya Sarkar,93.6,H Carlyon,93.4
cf6acc0d,R Sandaruwan,Jatinder Singh,92.8,AA Obanda,92.1,Bilal Zalmai,91.4
cf719840,Nirmaljit Singh,AJ Jabiri,81.9,Khin Aye,80.9,D Jakiel,79.2
cf73ad76,JEC Franklin,SS McKechnie,80.8,RR Sarwan,80.6,Fawad Alam,78.4
cfad138c,CK Kapugedera,EJG Morgan,93.8,CL White,93.6,Haider Butt,93.1
cfbd3998,Naseem Khan,Praveen Santhanakrishnan,76.1,BN Toube,72.6,K Hinds,68.2
cfcf189f,DA Blignaut,M Syahadat Ramli,81.8,JO Adedeji,79.2,J Singye,78.1
cfe70281,VD Philander,PVD Chameera,77.6,Abdur Razzak,76.8,FJ Klaassen,76.7
d0042e16,Z Burgess,SA Jumbe,61.1,PF Gallagher,60.2,Z Bimenyimana,59.8
d0111079,IGTR Kumara,AJ Jabiri,78.9,Abdur Razzak,74.4,Khin Aye,73.0
d014d5ac,SE Rutherford,TH David,91.1,SV Samson,87.7,MS Chapman,87.2
d0178c53,S Kubheka,A Zampa,82.6,AG Cremer,79.1,CA Young,77.8
d019608b,D Nath,T Tshose,62.6,S Yeshi,61.7,SZ Vayani,58.9
d027ba9f,KS Williamson,F du Plessis,97.6,JP Duminy,96.4,Anshuman Rath,95.5
d02c40ab,YS Samra,Zeeshan Ali,96.9,Abbas Ghani,93.6,Sami Sohail,93.4
d0332cfb,G Van Heerden,RR Patel,91.2,DMW Rawlins,90.6,Karanbir Singh,90.4
d047f983,P Sharma,P Kurup,81.5,Ahmed Shehzad,81.3,MD Patel,79.9
d0513f63,CL White,Muhammad Asim,94.5,EJG Morgan,94.0,JP Duminy,94.0
d0540390,Nauman Anwar,J Botha,81.7,JA Morkel,78.9,DJG Sammy,78.5
d05e9052,R Poojary,K Nestor,85.2,S Rungrueang,77.4,Muhammad Wafiq,75.8
d07dbc28,Zawar Farid,M Yunusu Issa,88.2,DJG Sammy,83.0,D Heyliger,83.0
d08fe309,TG Thamae,AN Toube,85.4,P Suanchuai,83.7,B Muzarabani,82.6
d094e7d1,Abdur Rehman,AU Rashid,80.6,B Kumar,79.8,GD Elliott,77.9
d09615c8,Mansoor Shah,Ainool Hafizs,68.3,E Sebareme,68.3,E Niyomugabo,63.3
d0b643e1,Manan Ali,NLTC Perera,94.1,KA Pollard,92.4,CV Anto,91.7
d0d32c30,Amandeep Singh,Sohaib Maqsood,87.0,XM Marshall,76.8,PBB Rajapaksa,75.4
d0d9790b,Nurudeen Ibrahim,B Muzarabani,87.1,AN Toube,80.4,P Suanchuai,77.8
d0e2e8ea,H Niaz,Aslam Khan,92.5,TM Head,90.9,FH Allen,89.5
d11272c4,E Samson,Ibrahim Rizan,81.7,A Zampa,76.1,AG Cremer,75.0
d11e0c76,Sanjay Kumar Ahir,Abdul Majid Abbasi,77.2,B Kumar,74.9,AU Rashid,73.3
d12143bf,JM Anderson,CA Young,85.4,Bilal Khan,80.8,A Zampa,80.1
d1305df0,AGS Gous,MR Marsh,96.8,T Bharaj,95.5,P Nissanka,95.1
d1317833,A Oxley,Mohammad Naim,81.9,GC Wilson,81.8,Rameez Shahzad,80.7
d146924b,Raza-ur-Rehman,Ainool Hafizs,66.6,KS Bagabena,64.1,WP Masakadza,59.9
d1523761,D Ramdin,BA Stokes,82.7,NRJ Croes,82.4,AR Patel,82.0
d1761087,RM West,SW Poynter,85.0,AU Rashid,81.8,JP Faulkner,77.8
d18b7f34,Fazil Rahman,B Muzarabani,93.6,Abdur Razzak,86.9,S Yeshi,82.5
d18d3a0f,Selim Salau,MR Swart,92.2,I Liyanage,91.9,Zeeshan Khan,89.5
d18f9182,DPMD Jayawardene,BJ Bennett,97.3,Abdul Waheed,96.8,KP Pietersen,96.3
d1988788,Rohan Mustafa,Nizakat Khan,91.8,N Nipiko,89.6,Hamza Khan,89.1
d1b5efdf,NCK Liyanage,S Yeshi,67.0,T Tshose,60.1,CN Kakuru,58.9
d1bec7a6,D Matla,K Piet,82.5,Kim Daeyeon,81.3,FJ Klaassen,79.2
d1c36f5c,JJ Roy,YBK Jaiswal,97.2,CH Gayle,96.8,Q de Kock,96.3
